habitat,group,yday,available,accessible,added,returned,prop.accessible
br_fall,2013-14,1,0,0,0,0,1
br_fall,2013-14,2,0,0,0,0,1
br_fall,2013-14,3,0,0,0,0,1
br_fall,2013-14,4,0,0,0,0,1
br_fall,2013-14,5,0,0,0,0,1
br_fall,2013-14,6,0,0,0,0,1
br_fall,2013-14,7,0,0,0,0,1
br_fall,2013-14,8,0,0,0,0,1
br_fall,2013-14,9,0,0,0,0,1
br_fall,2013-14,10,0,0,0,0,1
br_fall,2013-14,11,0,0,0,0,1
br_fall,2013-14,12,0,0,0,0,1
br_fall,2013-14,13,0,0,0,0,1
br_fall,2013-14,14,0,0,0,0,1
br_fall,2013-14,15,0,0,0,0,1
br_fall,2013-14,16,0,0,0,0,1
br_fall,2013-14,17,0,0,0,0,1
br_fall,2013-14,18,0,0,0,0,1
br_fall,2013-14,19,0,0,0,0,1
br_fall,2013-14,20,0,0,0,0,1
br_fall,2013-14,21,0,0,0,0,1
br_fall,2013-14,22,0,0,0,0,1
br_fall,2013-14,23,0,0,0,0,1
br_fall,2013-14,24,0,0,0,0,1
br_fall,2013-14,25,0,0,0,0,1
br_fall,2013-14,26,0,0,0,0,1
br_fall,2013-14,27,0,0,0,0,1
br_fall,2013-14,28,0,0,0,0,1
br_fall,2013-14,29,0,0,0,0,1
br_fall,2013-14,30,0,0,0,0,1
br_fall,2013-14,31,0,0,0,0,1
br_fall,2013-14,32,0,0,0,0,1
br_fall,2013-14,33,0,0,0,0,1
br_fall,2013-14,34,0,0,0,0,1
br_fall,2013-14,35,0,0,0,0,1
br_fall,2013-14,36,0,0,0,0,1
br_fall,2013-14,37,0,0,0,0,1
br_fall,2013-14,38,0,0,0,0,1
br_fall,2013-14,39,0,0,0,0,1
br_fall,2013-14,40,0,0,0,0,1
br_fall,2013-14,41,0,0,0,0,1
br_fall,2013-14,42,0,0,0,0,1
br_fall,2013-14,43,0,0,0,0,1
br_fall,2013-14,44,0,0,0,0,1
br_fall,2013-14,45,0,0,0,0,1
br_fall,2013-14,46,0,0,0,0,0.7
br_fall,2013-14,47,0,0,0,0,0.7
br_fall,2013-14,48,0,0,0,0,0.7
br_fall,2013-14,49,0,0,0,0,0.7
br_fall,2013-14,50,0,0,0,0,0.7
br_fall,2013-14,51,0,0,0,0,0.7
br_fall,2013-14,52,0,0,0,0,0.7
br_fall,2013-14,53,0,0,0,0,0.7
br_fall,2013-14,54,0,0,0,0,0.7
br_fall,2013-14,55,0,0,0,0,0.7
br_fall,2013-14,56,0,0,0,0,0.7
br_fall,2013-14,57,0,0,0,0,0.7
br_fall,2013-14,58,0,0,0,0,0.7
br_fall,2013-14,59,0,0,0,0,0.7
br_fall,2013-14,60,0,0,0,0,0.7
br_fall,2013-14,61,0,0,0,0,0.7
br_fall,2013-14,62,0,0,0,0,0.7
br_fall,2013-14,63,0,0,0,0,0.7
br_fall,2013-14,64,0,0,0,0,0.7
br_fall,2013-14,65,0,0,0,0,0.7
br_fall,2013-14,66,0,0,0,0,0.7
br_fall,2013-14,67,0,0,0,0,0.7
br_fall,2013-14,68,0,0,0,0,0.7
br_fall,2013-14,69,0,0,0,0,0.7
br_fall,2013-14,70,0,0,0,0,0.7
br_fall,2013-14,71,0,0,0,0,0.7
br_fall,2013-14,72,0,0,0,0,0.7
br_fall,2013-14,73,0,0,0,0,0.7
br_fall,2013-14,74,0,0,0,0,0.7
br_fall,2013-14,75,0,0,0,0,0.7
br_fall,2013-14,76,0,0,0,0,0.7
br_fall,2013-14,77,0,0,0,0,0.7
br_fall,2013-14,78,0,0,0,0,0.7
br_fall,2013-14,79,0,0,0,0,0.7
br_fall,2013-14,80,0,0,0,0,0.7
br_fall,2013-14,81,0,0,0,0,0.7
br_fall,2013-14,82,0,0,0,0,0.7
br_fall,2013-14,83,0,0,0,0,0.7
br_fall,2013-14,84,0,0,0,0,0.7
br_fall,2013-14,85,0,0,0,0,0.7
br_fall,2013-14,86,0,0,0,0,0.7
br_fall,2013-14,87,0,0,0,0,0.7
br_fall,2013-14,88,0,0,0,0,0.7
br_fall,2013-14,89,0,0,0,0,0.7
br_fall,2013-14,90,0,0,0,0,0.7
br_fall,2013-14,91,0,0,0,0,0.7
br_fall,2013-14,92,0,0,0,0,0.7
br_fall,2013-14,93,0,0,0,0,0.7
br_fall,2013-14,94,0,0,0,0,0.70592554247249
br_fall,2013-14,95,0,0,0,0,0.7121820597809825
br_fall,2013-14,96,0,0,0,0,0.7187336280114909
br_fall,2013-14,97,0,0,0,0,0.7255443232500287
br_fall,2013-14,98,0,0,0,0,0.7325782215826097
br_fall,2013-14,99,0,0,0,0,0.739799399095247
br_fall,2013-14,100,0,0,0,0,0.7471719318739543
br_fall,2013-14,101,0,0,0,0,0.7546598960047451
br_fall,2013-14,102,0,0,0,0,0.762227367573633
br_fall,2013-14,103,0,0,0,0,0.7698384226666313
br_fall,2013-14,104,0,0,0,0,0.7774571373697536
br_fall,2013-14,105,0,0,0,0,0.7850475877690136
br_fall,2013-14,106,0,0,0,0,0.7925738499504246
br_fall,2013-14,107,0,0,0,0,0.8
br_fall,2013-14,108,0,0,0,0,0.8072949751635299
br_fall,2013-14,109,0,0,0,0,0.8144471573259091
br_fall,2013-14,110,0,0,0,0,0.821449789531809
br_fall,2013-14,111,0,0,0,0,0.8282961148259008
br_fall,2013-14,112,0,0,0,0,0.8349793762528559
br_fall,2013-14,113,0,0,0,0,0.8414928168573454
br_fall,2013-14,114,0,0,0,0,0.8478296796840409
br_fall,2013-14,115,0,0,0,0,0.8539832077776135
br_fall,2013-14,116,0,0,0,0,0.8599466441827344
br_fall,2013-14,117,0,0,0,0,0.865713231944075
br_fall,2013-14,118,0,0,0,0,0.8712762141063066
br_fall,2013-14,119,0,0,0,0,0.8766288337141006
br_fall,2013-14,120,0,0,0,0,0.8817643338121282
br_fall,2013-14,121,0,0,0,0,0.8866759574450606
br_fall,2013-14,122,0,0,0,0,0.8913569476575691
br_fall,2013-14,123,0,0,0,0,0.89580054749432525
br_fall,2013-14,124,0,0,0,0,0.9
br_fall,2013-14,125,0,0,0,0,0.9
br_fall,2013-14,126,0,0,0,0,0.9
br_fall,2013-14,127,0,0,0,0,0.9
br_fall,2013-14,128,0,0,0,0,0.9
br_fall,2013-14,129,0,0,0,0,0.9
br_fall,2013-14,130,0,0,0,0,0.9
br_fall,2013-14,131,0,0,0,0,0.9
br_fall,2013-14,132,0,0,0,0,0.9
br_fall,2013-14,133,0,0,0,0,0.9
br_fall,2013-14,134,0,0,0,0,0.9
br_fall,2013-14,135,0,0,0,0,0.9
br_fall,2013-14,136,0,0,0,0,0.9
br_fall,2013-14,137,0,0,0,0,0.9
br_fall,2013-14,138,0,0,0,0,0.9
br_fall,2013-14,139,0,0,0,0,0.9
br_fall,2013-14,140,0,0,0,0,0.9
br_fall,2013-14,141,0,0,0,0,0.9
br_fall,2013-14,142,0,0,0,0,0.9
br_fall,2013-14,143,0,0,0,0,0.9
br_fall,2013-14,144,0,0,0,0,0.9
br_fall,2013-14,145,0,0,0,0,0.9
br_fall,2013-14,146,0,0,0,0,0.9
br_fall,2013-14,147,0,0,0,0,0.9
br_fall,2013-14,148,0,0,0,0,0.9
br_fall,2013-14,149,0,0,0,0,0.9
br_fall,2013-14,150,0,0,0,0,0.9
br_fall,2013-14,151,0,0,0,0,0.9
br_fall,2013-14,152,0,0,0,0,0.9
br_fall,2013-14,153,0,0,0,0,0.9
br_fall,2013-14,154,0,0,0,0,1
br_fall,2013-14,155,0,0,0,0,1
br_fall,2013-14,156,0,0,0,0,1
br_fall,2013-14,157,0,0,0,0,1
br_fall,2013-14,158,0,0,0,0,1
br_fall,2013-14,159,0,0,0,0,1
br_fall,2013-14,160,0,0,0,0,1
br_fall,2013-14,161,0,0,0,0,1
br_fall,2013-14,162,0,0,0,0,1
br_fall,2013-14,163,0,0,0,0,1
br_fall,2013-14,164,0,0,0,0,1
br_fall,2013-14,165,0,0,0,0,1
br_fall,2013-14,166,0,0,0,0,1
br_fall,2013-14,167,0,0,0,0,1
br_fall,2013-14,168,0,0,0,0,1
br_fall,2013-14,169,0,0,0,0,1
br_fall,2013-14,170,0,0,0,0,1
br_fall,2013-14,171,0,0,0,0,1
br_fall,2013-14,172,0,0,0,0,1
br_fall,2013-14,173,0,0,0,0,1
br_fall,2013-14,174,0,0,0,0,1
br_fall,2013-14,175,0,0,0,0,1
br_fall,2013-14,176,0,0,0,0,1
br_fall,2013-14,177,0,0,0,0,1
br_fall,2013-14,178,0,0,0,0,1
br_fall,2013-14,179,0,0,0,0,1
br_fall,2013-14,180,0,0,0,0,1
br_fall,2013-14,181,0,0,0,0,1
br_fall,2013-14,182,0,0,0,0,1
br_fall,2013-14,183,0,0,0,0,1
br_fall,2013-14,184,0,0,0,0,1
br_spring,2013-14,185,0,0,0,0,0.7
br_spring,2013-14,186,0,0,0,0,0.7
br_spring,2013-14,187,0,0,0,0,0.7
br_spring,2013-14,188,0,0,0,0,0.7
br_spring,2013-14,189,0,0,0,0,0.7
br_spring,2013-14,190,0,0,0,0,0.7
br_spring,2013-14,191,0,0,0,0,0.7
br_spring,2013-14,192,0,0,0,0,0.7
br_spring,2013-14,193,0,0,0,0,0.7
br_spring,2013-14,194,0,0,0,0,0.7
br_spring,2013-14,195,0,0,0,0,0.7
br_spring,2013-14,196,0,0,0,0,0.7
br_spring,2013-14,197,0,0,0,0,0.7
br_spring,2013-14,198,0,0,0,0,0.7
br_spring,2013-14,199,0,0,0,0,0.7
br_spring,2013-14,200,0,0,0,0,0.7
br_spring,2013-14,201,0,0,0,0,0.7
br_spring,2013-14,202,0,0,0,0,0.7
br_spring,2013-14,203,0,0,0,0,0.7
br_spring,2013-14,204,0,0,0,0,0.7
br_spring,2013-14,205,0,0,0,0,0.7
br_spring,2013-14,206,0,0,0,0,0.7
br_spring,2013-14,207,0,0,0,0,0.7
br_spring,2013-14,208,0,0,0,0,0.7
br_spring,2013-14,209,0,0,0,0,0.7
br_spring,2013-14,210,0,0,0,0,0.7
br_spring,2013-14,211,0,0,0,0,0.7
br_spring,2013-14,212,0,0,0,0,0.7
br_spring,2013-14,213,0,0,0,0,0.7
br_spring,2013-14,214,0,0,0,0,0.7
br_spring,2013-14,215,0,0,0,0,0.7
br_spring,2013-14,216,3891.8147410330107,2724.2703187231073,3891.8147410330107,0,0.7
br_spring,2013-14,217,3891.8147410330107,2736.225664145925,0,0,0.7030719204839756
br_spring,2013-14,218,3891.8147410330107,2749.0166298031404,0,0,0.7063585532011898
br_spring,2013-14,219,3891.8147410330107,2763.043669532265,0,0,0.7099627945802132
br_spring,2013-14,220,3891.8147410330107,2778.7072371708073,0,0,0.7139875410496159
br_spring,2013-14,221,3891.8147410330107,2796.4077865562776,0,0,0.7185356890379686
br_spring,2013-14,222,3891.8147410330107,2816.545771526186,0,0,0.7237101349738414
br_spring,2013-14,223,3891.8147410330107,2839.5216459180424,0,0,0.729613775285805
br_spring,2013-14,224,3891.8147410330107,2865.7358635693563,0,0,0.7363495064024295
br_spring,2013-14,225,3891.8147410330107,2895.588878317638,0,0,0.7440202247522854
br_spring,2013-14,226,3891.8147410330107,2929.4811440003973,0,0,0.7527288267639431
br_spring,2013-14,227,3891.8147410330107,2967.813114455144,0,0,0.762578208865973
br_spring,2013-14,228,3891.8147410330107,3010.9852435193884,0,0,0.7736712674869456
br_spring,2013-14,229,3891.8147410330107,3059.3979850306396,0,0,0.7861108990554311
br_spring,2013-14,230,3891.8147410330107,3113.4517928264086,0,0,0.8
br_spring,2013-14,231,3891.8147410330107,3173.195133801859,0,0,0.8153510238669769
br_spring,2013-14,232,3891.8147410330107,3237.26852708277,0,0,0.8318146526737027
br_spring,2013-14,233,3891.8147410330107,3303.960504852577,0,0,0.8489511255552727
br_spring,2013-14,234,3891.8147410330107,3371.559599294713,0,0,0.8663206816467821
br_spring,2013-14,235,3891.8147410330107,3438.3543425926123,0,0,0.8834835600833262
br_spring,2013-14,236,3891.8147410330107,3502.63326692971,0,0,0.9
br_spring,2013-14,237,3891.8147410330107,3563.0186851534686,0,0,0.9155160053193413
br_spring,2013-14,238,3891.8147410330107,3619.4680327674732,0,0,0.9300206391136573
br_spring,2013-14,239,3891.8147410330107,3672.2725259393364,0,0,0.9435887292426975
br_spring,2013-14,240,3891.8147410330107,3721.723380836672,0,0,0.9562951035662116
br_spring,2013-14,241,3891.8147410330107,3768.111813627094,0,0,0.9682145899439494
br_spring,2013-14,242,3891.8147410330107,3811.7290404782148,0,0,0.9794220162356602
br_spring,2013-14,243,3891.8147410330107,3852.8662775576495,0,0,0.9899922103010939
br_spring,2013-14,244,3891.8147410330107,3891.8147410330107,0,0,1
br_spring,2013-14,245,3891.8147410330107,3891.8147410330107,0,0,1
br_spring,2013-14,246,3891.8147410330107,3891.8147410330107,0,0,1
br_spring,2013-14,247,3891.8147410330107,3891.8147410330107,0,0,1
br_spring,2013-14,248,3891.8147410330107,3891.8147410330107,0,0,1
br_spring,2013-14,249,3891.8147410330107,3891.8147410330107,0,0,1
br_spring,2013-14,250,3891.8147410330107,3891.8147410330107,0,0,1
br_spring,2013-14,251,3891.8147410330107,3891.8147410330107,0,0,1
br_spring,2013-14,252,3891.8147410330107,3891.8147410330107,0,0,1
br_spring,2013-14,253,5112.689395079266,5112.689395079266,1220.8746540462555,0,1
br_spring,2013-14,254,5112.689395079266,5112.689395079266,0,0,1
br_spring,2013-14,255,5112.689395079266,5112.689395079266,0,0,1
br_spring,2013-14,256,5112.689395079266,5112.689395079266,0,0,1
br_spring,2013-14,257,5112.6893950792655,5112.6893950792655,0,1985.4918808541106,1
br_spring,2013-14,258,3127.1975142251554,3127.1975142251554,0,0,1
br_spring,2013-14,259,3127.1975142251554,3127.1975142251554,0,0,1
br_spring,2013-14,260,3127.1975142251554,3127.1975142251554,0,0,1
br_spring,2013-14,261,3127.1975142251554,3127.1975142251554,0,0,1
br_spring,2013-14,262,3127.1975142251554,3127.1975142251554,0,0,1
br_spring,2013-14,263,3127.1975142251554,3127.1975142251554,0,0,1
br_spring,2013-14,264,3127.1975142251554,3127.1975142251554,0,0,1
br_spring,2013-14,265,3127.1975142251554,3127.1975142251554,0,0,1
br_spring,2013-14,266,3127.1975142251554,3127.1975142251554,0,0,1
br_spring,2013-14,267,3127.1975142251554,3127.1975142251554,0,0,1
br_spring,2013-14,268,3127.1975142251554,3127.1975142251554,0,0,1
br_spring,2013-14,269,3127.1975142251554,3127.1975142251554,0,0,1
br_spring,2013-14,270,3127.1975142251554,3127.1975142251554,0,0,1
br_spring,2013-14,271,3127.197514225155,3127.197514225155,0,1340.4410336754659,1
br_spring,2013-14,272,1786.7564805496893,1786.7564805496893,0,0,1
br_spring,2013-14,273,1786.7564805496893,1786.7564805496893,0,0,1
br_spring,2013-14,274,1786.7564805496893,1786.7564805496893,0,0,1
br_spring,2013-14,275,1786.7564805496893,1786.7564805496893,0,0,1
br_spring,2013-14,276,1786.7564805496893,1786.7564805496893,0,0,1
br_spring,2013-14,277,1786.7564805496893,1786.7564805496893,0,0,1
br_spring,2013-14,278,1786.7564805496893,1786.7564805496893,0,0,1
br_spring,2013-14,279,1786.7564805496893,1786.7564805496893,0,0,1
br_spring,2013-14,280,1786.7564805496893,1786.7564805496893,0,0,1
br_spring,2013-14,281,1786.7564805496893,1786.7564805496893,0,0,1
br_spring,2013-14,282,1786.7564805496893,1786.7564805496893,0,0,1
br_spring,2013-14,283,1786.7564805496893,1786.7564805496893,0,0,1
br_spring,2013-14,284,1786.7564805496893,1786.7564805496893,0,0,1
br_spring,2013-14,285,1786.7564805496893,1786.7564805496893,0,565.8818265034338,1
br_spring,2013-14,286,1220.8746540462555,1220.8746540462555,0,0,1
br_spring,2013-14,287,1220.8746540462555,1220.8746540462555,0,0,1
br_spring,2013-14,288,1220.8746540462555,1220.8746540462555,0,0,1
br_spring,2013-14,289,1220.8746540462555,1220.8746540462555,0,0,1
br_spring,2013-14,290,1220.8746540462555,1220.8746540462555,0,0,1
br_spring,2013-14,291,1220.8746540462555,1220.8746540462555,0,0,1
br_spring,2013-14,292,1220.8746540462555,1220.8746540462555,0,1220.8746540462555,1
br_spring,2013-14,293,0,0,0,0,1
br_spring,2013-14,294,0,0,0,0,1
br_spring,2013-14,295,0,0,0,0,1
br_spring,2013-14,296,0,0,0,0,1
br_spring,2013-14,297,0,0,0,0,1
br_spring,2013-14,298,0,0,0,0,1
br_spring,2013-14,299,0,0,0,0,1
br_spring,2013-14,300,0,0,0,0,1
br_spring,2013-14,301,0,0,0,0,1
br_spring,2013-14,302,0,0,0,0,1
br_spring,2013-14,303,0,0,0,0,1
br_spring,2013-14,304,0,0,0,0,1
br_spring,2013-14,305,0,0,0,0,1
br_spring,2013-14,306,0,0,0,0,1
br_spring,2013-14,307,0,0,0,0,1
br_spring,2013-14,308,0,0,0,0,1
br_spring,2013-14,309,0,0,0,0,1
br_spring,2013-14,310,0,0,0,0,1
br_spring,2013-14,311,0,0,0,0,1
br_spring,2013-14,312,0,0,0,0,1
br_spring,2013-14,313,0,0,0,0,1
br_spring,2013-14,314,0,0,0,0,1
br_spring,2013-14,315,0,0,0,0,1
br_spring,2013-14,316,0,0,0,0,1
br_spring,2013-14,317,0,0,0,0,1
br_spring,2013-14,318,0,0,0,0,1
br_spring,2013-14,319,0,0,0,0,1
br_fall,2014-15,1,0,0,0,0,1
br_fall,2014-15,2,0,0,0,0,1
br_fall,2014-15,3,0,0,0,0,1
br_fall,2014-15,4,0,0,0,0,1
br_fall,2014-15,5,0,0,0,0,1
br_fall,2014-15,6,0,0,0,0,1
br_fall,2014-15,7,0,0,0,0,1
br_fall,2014-15,8,0,0,0,0,1
br_fall,2014-15,9,0,0,0,0,1
br_fall,2014-15,10,0,0,0,0,1
br_fall,2014-15,11,0,0,0,0,1
br_fall,2014-15,12,0,0,0,0,1
br_fall,2014-15,13,0,0,0,0,1
br_fall,2014-15,14,0,0,0,0,1
br_fall,2014-15,15,0,0,0,0,1
br_fall,2014-15,16,0,0,0,0,1
br_fall,2014-15,17,0,0,0,0,1
br_fall,2014-15,18,0,0,0,0,1
br_fall,2014-15,19,0,0,0,0,1
br_fall,2014-15,20,0,0,0,0,1
br_fall,2014-15,21,0,0,0,0,1
br_fall,2014-15,22,0,0,0,0,1
br_fall,2014-15,23,0,0,0,0,1
br_fall,2014-15,24,0,0,0,0,1
br_fall,2014-15,25,0,0,0,0,1
br_fall,2014-15,26,0,0,0,0,1
br_fall,2014-15,27,0,0,0,0,1
br_fall,2014-15,28,0,0,0,0,1
br_fall,2014-15,29,0,0,0,0,1
br_fall,2014-15,30,0,0,0,0,1
br_fall,2014-15,31,0,0,0,0,1
br_fall,2014-15,32,0,0,0,0,1
br_fall,2014-15,33,0,0,0,0,1
br_fall,2014-15,34,0,0,0,0,1
br_fall,2014-15,35,0,0,0,0,1
br_fall,2014-15,36,0,0,0,0,1
br_fall,2014-15,37,0,0,0,0,1
br_fall,2014-15,38,0,0,0,0,1
br_fall,2014-15,39,0,0,0,0,1
br_fall,2014-15,40,0,0,0,0,1
br_fall,2014-15,41,0,0,0,0,1
br_fall,2014-15,42,0,0,0,0,1
br_fall,2014-15,43,0,0,0,0,1
br_fall,2014-15,44,0,0,0,0,1
br_fall,2014-15,45,0,0,0,0,1
br_fall,2014-15,46,0,0,0,0,0.7
br_fall,2014-15,47,0,0,0,0,0.7
br_fall,2014-15,48,0,0,0,0,0.7
br_fall,2014-15,49,0,0,0,0,0.7
br_fall,2014-15,50,0,0,0,0,0.7
br_fall,2014-15,51,0,0,0,0,0.7
br_fall,2014-15,52,0,0,0,0,0.7
br_fall,2014-15,53,0,0,0,0,0.7
br_fall,2014-15,54,0,0,0,0,0.7
br_fall,2014-15,55,0,0,0,0,0.7
br_fall,2014-15,56,0,0,0,0,0.7
br_fall,2014-15,57,0,0,0,0,0.7
br_fall,2014-15,58,0,0,0,0,0.7
br_fall,2014-15,59,0,0,0,0,0.7
br_fall,2014-15,60,0,0,0,0,0.7
br_fall,2014-15,61,0,0,0,0,0.7
br_fall,2014-15,62,0,0,0,0,0.7
br_fall,2014-15,63,334.08938965257687,233.8625727568038,334.08938965257687,0,0.7
br_fall,2014-15,64,569.5648294658547,398.69538062609826,235.47543981327777,0,0.7
br_fall,2014-15,65,569.5648294658546,398.6953806260982,0,0,0.7
br_fall,2014-15,66,569.5648294658546,398.6953806260982,0,0,0.7
br_fall,2014-15,67,569.5648294658546,398.6953806260982,0,0,0.7
br_fall,2014-15,68,569.5648294658546,398.6953806260982,0,0,0.7
br_fall,2014-15,69,569.5648294658546,398.6953806260982,0,0,0.7
br_fall,2014-15,70,569.5648294658546,398.6953806260982,0,0,0.7
br_fall,2014-15,71,569.5648294658546,398.6953806260982,0,0,0.7
br_fall,2014-15,72,569.5648294658546,398.6953806260982,0,0,0.7
br_fall,2014-15,73,569.5648294658546,398.6953806260982,0,0,0.7
br_fall,2014-15,74,569.5648294658546,398.6953806260982,0,0,0.7
br_fall,2014-15,75,569.5648294658546,398.6953806260982,0,0,0.7
br_fall,2014-15,76,569.5648294658546,398.6953806260982,0,0,0.7
br_fall,2014-15,77,569.5648294658546,398.6953806260982,0,0,0.7
br_fall,2014-15,78,1137.2312830722162,796.0618981505513,567.6664536063616,0,0.7
br_fall,2014-15,79,1137.2312830722162,796.0618981505513,0,0,0.7
br_fall,2014-15,80,1137.2312830722162,796.0618981505513,0,0,0.7
br_fall,2014-15,81,1137.2312830722162,796.0618981505513,0,0,0.7
br_fall,2014-15,82,1137.2312830722162,796.0618981505513,0,0,0.7
br_fall,2014-15,83,1137.2312830722162,796.0618981505513,0,0,0.7
br_fall,2014-15,84,1137.2312830722162,796.0618981505513,0,0,0.7
br_fall,2014-15,85,1137.2312830722162,796.0618981505513,0,0,0.7
br_fall,2014-15,86,1137.2312830722162,796.0618981505513,0,0,0.7
br_fall,2014-15,87,1137.2312830722162,796.0618981505513,0,0,0.7
br_fall,2014-15,88,1137.2312830722162,796.0618981505513,0,0,0.7
br_fall,2014-15,89,1137.2312830722162,796.0618981505513,0,0,0.7
br_fall,2014-15,90,1137.2312830722162,796.0618981505513,0,334.08938965257687,0.7
br_fall,2014-15,91,803.1418934196395,562.1993253937476,0,235.47543981327777,0.7
br_fall,2014-15,92,567.6664536063616,397.3665175244531,0,0,0.7
br_fall,2014-15,93,567.6664536063616,397.3665175244531,0,0,0.7
br_fall,2014-15,94,567.6664536063616,400.7302492055054,0,0,0.70592554247249
br_fall,2014-15,95,567.6664536063616,404.2818641979442,0,0,0.7121820597809825
br_fall,2014-15,96,892.467019026082,641.4460584652162,324.80056541972033,0,0.7187336280114909
br_fall,2014-15,97,892.4670190260821,647.5243793422492,0,0,0.7255443232500287
br_fall,2014-15,98,892.4670190260821,653.8019016192603,0,0,0.7325782215826097
br_fall,2014-15,99,892.4670190260821,660.2465643878219,0,0,0.739799399095247
br_fall,2014-15,100,892.4670190260821,666.8263067395069,0,0,0.7471719318739543
br_fall,2014-15,101,892.4670190260821,673.5090677658881,0,0,0.7546598960047451
br_fall,2014-15,102,892.4670190260821,680.262786558538,0,0,0.762227367573633
br_fall,2014-15,103,892.4670190260821,687.0554022090295,0,0,0.7698384226666313
br_fall,2014-15,104,892.4670190260821,693.8548538089352,0,0,0.7774571373697536
br_fall,2014-15,105,892.4670190260821,700.6290804498282,0,0,0.7850475877690136
br_fall,2014-15,106,892.467019026082,707.3460212232806,0,567.6664536063616,0.7925738499504246
br_fall,2014-15,107,324.80056541972033,259.84045233577626,0,0,0.8
br_fall,2014-15,108,324.80056541972033,262.2098643936136,0,0,0.8072949751635299
br_fall,2014-15,109,324.80056541972033,264.53289720393917,0,0,0.8144471573259091
br_fall,2014-15,110,1427.9556123648326,1172.9938372378572,1103.1550469451124,0,0.821449789531809
br_fall,2014-15,111,1427.9556123648326,1182.770085865631,0,0,0.8282961148259008
br_fall,2014-15,112,1427.9556123648326,1192.313486529153,0,0,0.8349793762528559
br_fall,2014-15,113,1427.9556123648326,1201.6143905961387,0,0,0.8414928168573454
br_fall,2014-15,114,1427.9556123648326,1210.6631494343044,0,0,0.8478296796840409
br_fall,2014-15,115,1427.9556123648326,1219.4501144113663,0,0,0.8539832077776135
br_fall,2014-15,116,1427.9556123648326,1227.9656368950393,0,0,0.8599466441827344
br_fall,2014-15,117,1427.9556123648326,1236.20006825304,0,0,0.865713231944075
br_fall,2014-15,118,1427.9556123648326,1244.143759853084,0,0,0.8712762141063066
br_fall,2014-15,119,1427.9556123648326,1251.7870630628877,0,0,0.8766288337141006
br_fall,2014-15,120,1427.9556123648326,1259.1203292501662,0,0,0.8817643338121282
br_fall,2014-15,121,1427.9556123648326,1266.1339097826358,0,0,0.8866759574450606
br_fall,2014-15,122,1427.9556123648326,1272.8181560280123,0,0,0.8913569476575691
br_fall,2014-15,123,1427.9556123648326,1279.1634193540115,0,324.80056541972033,0.89580054749432525
br_fall,2014-15,124,1103.1550469451124,992.8395422506012,0,0,0.9
br_fall,2014-15,125,1103.1550469451124,992.8395422506012,0,0,0.9
br_fall,2014-15,126,1103.1550469451124,992.8395422506012,0,0,0.9
br_fall,2014-15,127,1103.1550469451124,992.8395422506012,0,0,0.9
br_fall,2014-15,128,1103.1550469451124,992.8395422506012,0,0,0.9
br_fall,2014-15,129,1103.1550469451124,992.8395422506012,0,0,0.9
br_fall,2014-15,130,1103.1550469451124,992.8395422506012,0,0,0.9
br_fall,2014-15,131,1103.1550469451124,992.8395422506012,0,0,0.9
br_fall,2014-15,132,1103.1550469451124,992.8395422506012,0,0,0.9
br_fall,2014-15,133,1103.1550469451124,992.8395422506012,0,0,0.9
br_fall,2014-15,134,1103.1550469451124,992.8395422506012,0,0,0.9
br_fall,2014-15,135,1103.1550469451124,992.8395422506012,0,0,0.9
br_fall,2014-15,136,1103.1550469451124,992.8395422506012,0,0,0.9
br_fall,2014-15,137,1103.1550469451124,992.8395422506012,0,1103.1550469451124,0.9
