"Filename","Path","Row","ImageDate","ImageQuality","PercentVisible","ValidationRate","PercentCloudCoverFullImage","PercentCloudCoverValley","CloudMaskedYN","PointsWithData","FalsePositives","FalseNegatives","Satellite","NADIR_OFFNADIR","IMAGE_QUALITY_OLI","IMAGE_QUALITY_TIRS","TIRS_SSM_MODEL","TIRS_SSM_POSITION_STATUS","TIRS_STRAY_LIGHT_CORRECTION_SOURCE"
"L8_p42r35_20181025_water.tif","42","35","2018-10-25","Good",85.1,0.975,0.67,0.08,"N",1139,24,24,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p42r35_20181110_water.tif","42","35","2018-11-10","Good",84.39,0.968,1.01,0.37,"N",1139,35,35,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p42r35_20181126_water.tif","42","35","2018-11-26","Poor",47.88,0.932,19.68,23.52,"Y",340,19,19,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p42r35_20181212_water.tif","42","35","2018-12-12","Poor",39.47,0.911,27.68,32.92,"Y",392,6,6,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p42r35_20181228_water.tif","42","35","2018-12-28","Fair",70.94,0.941,10.87,10.33,"Y",709,12,12,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p42r35_20190113_water.tif","42","35","2019-01-13","Fair",51.24,0.928,33.46,28.08,"Y",400,3,3,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p42r35_20190129_water.tif","42","35","2019-01-29","Bad",14.61,1,75.05,67.71,"Y",25,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p42r35_20190214_water.tif","42","35","2019-02-14","Bad",20.51,0.923,82.34,68.61,"Y",26,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p42r35_20190302_water.tif","42","35","2019-03-02","Bad",10.96,1,77.11,61.98,"Y",1,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20130425_water.tif","43","34","2013-04-25","Excellent",98.91,0.991,1.44,0.02,"N",1841,15,12,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20130511_water.tif","43","34","2013-05-11","Very Good",99.35,0.985,0.58,0.01,"N",1838,11,10,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20130527_water.tif","43","34","2013-05-27","Poor",48.29,0.945,27.44,38.94,"Y",453,17,16,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20130612_water.tif","43","34","2013-06-12","Very Good",93.72,0.981,0.5,0.39,"N",1835,21,20,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20130628_water.tif","43","34","2013-06-28","Very Good",93.57,0.983,1.11,2.45,"N",1842,14,13,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20130714_water.tif","43","34","2013-07-14","Excellent",99.81,0.99,0.36,0,"N",1841,13,12,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20130730_water.tif","43","34","2013-07-30","Excellent",95.12,0.991,0.38,0.13,"N",1840,12,11,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20130815_water.tif","43","34","2013-08-15","Very Good",99.91,0.99,0.1,0,"N",1839,11,11,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20130831_water.tif","43","34","2013-08-31","Good",94.97,0.965,12.11,1.14,"Y",1787,13,13,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20130916_water.tif","43","34","2013-09-16","Very Good",99.57,0.987,0.1,0.01,"N",1836,13,13,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20131002_water.tif","43","34","2013-10-02","Good",81.09,0.977,1.61,2.78,"N",1839,15,14,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20131018_water.tif","43","34","2013-10-18","Very Good",97.06,0.983,0.38,0.07,"N",1836,10,10,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20131103_water.tif","43","34","2013-11-03","Poor",49.62,0.971,29.2,30.72,"Y",453,6,6,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20131119_water.tif","43","34","2013-11-19","Poor",30.37,0.891,47.82,48.74,"Y",267,2,2,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20131205_water.tif","43","34","2013-12-05","Fair",91.89,0.94,1.13,0.1,"N",1821,18,8,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20131221_water.tif","43","34","2013-12-21","Fair",89.27,0.924,1.55,0.15,"N",1827,10,10,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20140106_water.tif","43","34","2014-01-06","Bad",11.7,1,83.07,80.97,"Y",5,0,0,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20140122_water.tif","43","34","2014-01-22","Fair",80.51,0.949,1,0.45,"N",1827,14,13,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20140223_water.tif","43","34","2014-02-23","Very Good",93.89,0.976,0.75,0.09,"N",1827,19,18,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20140311_water.tif","43","34","2014-03-11","Very Good",91.67,0.983,0.79,0.1,"N",1824,28,18,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20140412_water.tif","43","34","2014-04-12","Very Good",95.81,0.987,2.74,0.07,"N",1827,12,10,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20140428_water.tif","43","34","2014-04-28","Very Good",96.86,0.988,0.79,0.05,"N",1822,16,12,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20140514_water.tif","43","34","2014-05-14","Excellent",99.39,0.991,0.6,0,"N",1812,12,11,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20140530_water.tif","43","34","2014-05-30","Good",85.81,0.989,3.61,5.84,"N",1842,23,17,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20140615_water.tif","43","34","2014-06-15","Good",85.19,0.961,3.53,3.66,"N",1842,29,29,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20140701_water.tif","43","34","2014-07-01","Excellent",99.76,0.992,0.84,0.01,"N",1842,13,12,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20140717_water.tif","43","34","2014-07-17","Good",77.3,0.951,1.12,4.9,"N",1842,21,19,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20140802_water.tif","43","34","2014-08-02","Good",87.8,0.982,0.91,2.21,"N",1842,14,13,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20140818_water.tif","43","34","2014-08-18","Very Good",95.92,0.985,1.02,0.93,"N",1841,12,12,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20140903_water.tif","43","34","2014-09-03","Excellent",99.66,0.991,1.21,0.01,"N",1842,9,9,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20140919_water.tif","43","34","2014-09-19","Very Good",96.32,0.98,8.87,0.07,"Y",1517,11,11,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20141005_water.tif","43","34","2014-10-05","Very Good",99.62,0.977,0.21,0.01,"N",1842,23,23,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20141021_water.tif","43","34","2014-10-21","Very Good",91.7,0.971,0.73,1.26,"N",1839,29,29,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20141106_water.tif","43","34","2014-11-06","Fair",56.16,0.962,22.86,22.21,"Y",839,6,6,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20141122_water.tif","43","34","2014-11-22","Bad",55.86,0.789,76.26,10.12,"Y",1083,244,227,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20141208_water.tif","43","34","2014-12-08","Poor",33.04,0.828,68.37,57.5,"Y",244,34,34,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20150125_water.tif","43","34","2015-01-25","Bad",12.17,1,53.28,84.99,"Y",13,0,0,"L8","NADIR",9,9,NA,"ESTIMATED",NA
"L8_p43r34_20150226_water.tif","43","34","2015-02-26","Good",81.34,0.971,3.7,3.32,"N",1834,34,33,"L8","NADIR",9,9,NA,"ESTIMATED",NA
"L8_p43r34_20150314_water.tif","43","34","2015-03-14","Good",80.33,0.958,9.15,6.89,"Y",1041,30,30,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20150330_water.tif","43","34","2015-03-30","Fair",70.62,0.96,3.09,10.12,"N",1835,41,40,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20150415_water.tif","43","34","2015-04-15","Very Good",97.23,0.988,0.63,0.04,"N",1812,9,9,"L8","NADIR",9,9,NA,NA,NA
"L8_p43r34_20150501_water.tif","43","34","2015-05-01","Very Good",99.62,0.982,1.19,0.01,"N",711,6,6,"L8","NADIR",9,9,NA,"NOMINAL",NA
"L8_p43r34_20150517_water.tif","43","34","2015-05-17","Bad",14.84,0.976,66.33,69.65,"Y",83,2,2,"L8","NADIR",9,9,NA,"DEFAULT",NA
"L8_p43r34_20150602_water.tif","43","34","2015-06-02","Very Good",96.15,0.988,0.84,1.01,"N",1512,8,7,"L8","NADIR",9,9,NA,"NOMINAL",NA
"L8_p43r34_20150618_water.tif","43","34","2015-06-18","Excellent",99.89,0.996,0.27,0,"N",463,3,2,"L8","NADIR",9,9,NA,"NOMINAL",NA
"L8_p43r34_20150704_water.tif","43","34","2015-07-04","Excellent",99.49,0.991,8.01,0.01,"Y",469,4,4,"L8","NADIR",9,9,NA,"NOMINAL",NA
"L8_p43r34_20150720_water.tif","43","34","2015-07-20","Fair",83.73,0.937,8.96,8.22,"Y",1406,37,34,"L8","NADIR",9,9,NA,"NOMINAL",NA
"L8_p43r34_20150805_water.tif","43","34","2015-08-05","Fair",60.56,0.981,16.51,29.06,"Y",913,3,3,"L8","NADIR",9,9,NA,"NOMINAL",NA
"L8_p43r34_20150821_water.tif","43","34","2015-08-21","Excellent",98.26,0.995,1.23,0.03,"N",1330,1,1,"L8","NADIR",9,9,NA,"NOMINAL",NA
"L8_p43r34_20150906_water.tif","43","34","2015-09-06","Very Good",94.28,0.979,0.24,0.96,"N",1372,7,7,"L8","NADIR",9,9,NA,"NOMINAL",NA
"L8_p43r34_20150922_water.tif","43","34","2015-09-22","Very Good",99.68,0.99,0.82,0.01,"N",1363,2,2,"L8","NADIR",9,9,NA,"NOMINAL",NA
"L8_p43r34_20151008_water.tif","43","34","2015-10-08","Fair",76.63,0.922,6.41,6.36,"Y",1841,52,52,"L8","NADIR",9,9,NA,"NOMINAL",NA
"L8_p43r34_20151024_water.tif","43","34","2015-10-24","Poor",32.66,0.953,62.31,57.33,"Y",469,21,21,"L8","NADIR",9,9,NA,"NOMINAL",NA
"L8_p43r34_20151109_water.tif","43","34","2015-11-09","Bad",13.74,0.913,40.67,72.69,"Y",46,0,0,"L8","NADIR",9,9,NA,"ESTIMATED",NA
"L8_p43r34_20151125_water.tif","43","34","2015-11-25","Poor",28.93,0.836,51.14,40.48,"Y",274,0,0,"L8","NADIR",9,9,NA,"ESTIMATED",NA
"L8_p43r34_20151211_water.tif","43","34","2015-12-11","Bad",36.41,0.779,34.52,21.02,"Y",407,1,1,"L8","NADIR",9,9,NA,"NOMINAL",NA
"L8_p43r34_20151227_water.tif","43","34","2015-12-27","Poor",30.33,0.908,52.34,54.54,"Y",271,6,2,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p43r34_20160112_water.tif","43","34","2016-01-12","Poor",43.9,0.889,29.68,38.76,"Y",549,20,20,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p43r34_20160128_water.tif","43","34","2016-01-28","Bad",18.62,0.943,71.72,67.93,"Y",157,1,0,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p43r34_20160213_water.tif","43","34","2016-02-13","Fair",69.86,0.953,11.89,16.01,"Y",977,19,19,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p43r34_20160229_water.tif","43","34","2016-02-29","Good",92.97,0.973,1,0.12,"N",1841,28,22,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p43r34_20160316_water.tif","43","34","2016-03-16","Good",79.38,0.973,0.84,4.03,"N",1833,27,21,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p43r34_20160401_water.tif","43","34","2016-04-01","Good",99.36,0.973,0.59,0.01,"N",1841,14,9,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p43r34_20160417_water.tif","43","34","2016-04-17","Good",98.19,0.982,0.65,0.02,"N",1808,7,6,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p43r34_20160503_water.tif","43","34","2016-05-03","Poor",25.08,0.953,79.66,57.17,"Y",387,15,15,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p43r34_20160519_water.tif","43","34","2016-05-19","Good",83.25,0.976,4.36,6.5,"N",1592,24,18,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p43r34_20160604_water.tif","43","34","2016-06-04","Bad",10.44,0,83.53,82.91,"Y",1,1,1,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p43r34_20160620_water.tif","43","34","2016-06-20","Good",91.44,0.965,1.1,1.41,"N",601,21,20,"L8","NADIR",9,9,"ACTUAL","NOMINAL",NA
"L8_p43r34_20160706_water.tif","43","34","2016-07-06","Excellent",99.42,0.991,1.02,0.01,"N",955,5,4,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p43r34_20160722_water.tif","43","34","2016-07-22","Excellent",99.25,0.994,0.17,0.02,"N",501,3,3,"L8","NADIR",9,9,"FINAL","ESTIMATED",NA
"L8_p43r34_20160807_water.tif","43","34","2016-08-07","Good",99.9,0.989,0.13,0,"N",732,5,5,"L8","NADIR",9,7,"PRELIMINARY","ESTIMATED",NA
"L8_p43r34_20160823_water.tif","43","34","2016-08-23","Good",99.58,0.986,1.04,0.01,"N",1509,2,2,"L8","NADIR",9,7,"PRELIMINARY","ESTIMATED",NA
"L8_p43r34_20160908_water.tif","43","34","2016-09-08","Good",99.83,0.989,1.46,0.01,"N",1435,4,4,"L8","NADIR",9,7,"PRELIMINARY","ESTIMATED",NA
"L8_p43r34_20160924_water.tif","43","34","2016-09-24","Good",99.58,0.964,0.09,0.01,"N",1762,4,4,"L8","NADIR",9,7,"PRELIMINARY","ESTIMATED",NA
"L8_p43r34_20161010_water.tif","43","34","2016-10-10","Fair",61.12,0.912,14.47,22.77,"Y",1437,3,3,"L8","NADIR",9,7,"PRELIMINARY","ESTIMATED",NA
"L8_p43r34_20161026_water.tif","43","34","2016-10-26","Good",97.81,0.953,0.63,0.03,"N",1840,10,10,"L8","NADIR",9,7,"PRELIMINARY","ESTIMATED",NA
"L8_p43r34_20161111_water.tif","43","34","2016-11-11","Fair",66.29,0.952,12.62,12.37,"Y",790,15,15,"L8","NADIR",9,7,"PRELIMINARY","ESTIMATED",NA
"L8_p43r34_20161127_water.tif","43","34","2016-11-27","Bad",51.09,0.708,12.91,10.56,"Y",726,2,2,"L8","NADIR",9,7,"PRELIMINARY","ESTIMATED",NA
"L8_p43r34_20161213_water.tif","43","34","2016-12-13","Bad",16.51,0.393,73.15,68.1,"Y",61,3,3,"L8","NADIR",9,7,"PRELIMINARY","ESTIMATED",NA
"L8_p43r34_20161229_water.tif","43","34","2016-12-29","Poor",70.38,0.804,1.36,0.75,"N",1841,32,29,"L8","NADIR",9,7,"PRELIMINARY","ESTIMATED",NA
"L8_p43r34_20170114_water.tif","43","34","2017-01-14","Bad",20.84,0.873,52.43,72.65,"Y",205,5,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20170130_water.tif","43","34","2017-01-30","Poor",34.85,0.968,29.5,43.37,"Y",185,4,3,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20170215_water.tif","43","34","2017-02-15","Bad",11.46,0.767,82.21,73.52,"Y",43,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20170303_water.tif","43","34","2017-03-03","Fair",56.48,0.992,12.76,15.96,"Y",590,2,2,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20170319_water.tif","43","34","2017-03-19","Bad",10.09,1,79.35,84.6,"Y",3,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20170404_water.tif","43","34","2017-04-04","Fair",65.39,0.987,23.33,14.37,"Y",1086,6,6,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20170420_water.tif","43","34","2017-04-20","Poor",48.91,0.995,7.8,4.11,"Y",613,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20170506_water.tif","43","34","2017-05-06","Poor",28.58,1,59.06,28.32,"Y",191,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20170522_water.tif","43","34","2017-05-22","Very Good",98.19,0.989,1.02,0,"N",1842,8,7,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20170607_water.tif","43","34","2017-06-07","Poor",45.41,0.993,20.67,35.01,"Y",405,2,1,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20170623_water.tif","43","34","2017-06-23","Very Good",97.28,0.989,1.39,0.03,"N",1842,9,8,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20170709_water.tif","43","34","2017-07-09","Very Good",95.22,0.972,2.61,0.24,"N",1842,11,10,"L8","NADIR",9,9,"ACTUAL","NOMINAL","TIRS"
"L8_p43r34_20170725_water.tif","43","34","2017-07-25","Very Good",98.15,0.989,1.78,0,"N",1842,8,7,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20170810_water.tif","43","34","2017-08-10","Very Good",95.3,0.99,0.88,0,"N",1841,8,8,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20170826_water.tif","43","34","2017-08-26","Very Good",98.85,0.983,2.45,0,"N",1842,8,8,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20170911_water.tif","43","34","2017-09-11","Fair",68.5,0.964,16.04,12.98,"Y",868,7,7,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20170927_water.tif","43","34","2017-09-27","Very Good",95.28,0.986,0.38,0,"N",1842,9,9,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20171013_water.tif","43","34","2017-10-13","Good",89.51,0.985,0.13,0.01,"N",1835,9,8,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20171029_water.tif","43","34","2017-10-29","Fair",71.75,0.983,15.68,7.39,"Y",920,5,3,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20171130_water.tif","43","34","2017-11-30","Fair",67.86,0.958,5.33,6.01,"Y",691,4,4,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20171216_water.tif","43","34","2017-12-16","Fair",65.29,0.94,3.01,0.36,"N",1838,38,35,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20180101_water.tif","43","34","2018-01-01","Bad",15.07,0.676,16.81,70.15,"Y",74,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20180202_water.tif","43","34","2018-02-02","Fair",56.36,0.972,8.78,4.01,"Y",499,5,4,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20180218_water.tif","43","34","2018-02-18","Fair",69.65,0.977,19.56,6.33,"Y",704,7,7,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20180306_water.tif","43","34","2018-03-06","Fair",72.95,0.977,19.55,2.36,"Y",878,8,8,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20180322_water.tif","43","34","2018-03-22","Bad",11.24,1,93.33,79,"Y",5,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20180407_water.tif","43","34","2018-04-07","Bad",11.78,1,89.78,77.94,"Y",18,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20180423_water.tif","43","34","2018-04-23","Good",79.63,0.987,5.34,1.71,"Y",1297,6,6,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20180509_water.tif","43","34","2018-05-09","Good",84.26,0.985,1.51,0.01,"N",1827,10,10,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20180525_water.tif","43","34","2018-05-25","Bad",9.58,0,95.46,83.96,"Y",0,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20180610_water.tif","43","34","2018-06-10","Good",75.92,0.984,0.9,2.57,"N",1841,17,16,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20180626_water.tif","43","34","2018-06-26","Very Good",98.53,0.986,0.76,0,"N",1841,20,19,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20180712_water.tif","43","34","2018-07-12","Fair",57.88,0.91,17.75,8.71,"Y",769,5,5,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20180728_water.tif","43","34","2018-07-28","Very Good",97.02,0.986,1.94,0,"N",1840,23,21,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p43r34_20180813_water.tif","43","34","2018-08-13","Very Good",97.29,0.974,0.85,0,"N",1841,19,19,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
